id,account_id,brand_id,chatter_id,created_at,updated_at,session
2,613,4,2,09/21/2009 20:11:47,03/20/2011 18:54:45,82549
5,2,1,4,09/24/2009 17:20:01,01/28/2010 20:14:06,82779
6,2,1,5,09/24/2009 18:26:50,11/17/2009 17:31:10,94390
7,2,1,6,10/02/2009 17:55:25,11/17/2009 17:31:10,82556
8,2,1,7,10/02/2009 19:48:49,11/17/2009 17:31:10,95574
9,2,1,8,10/04/2009 17:08:35,01/20/2010 00:53:27,82597
10,2,1,9,10/04/2009 17:09:19,11/17/2009 17:31:10,95676
11,2,1,10,10/04/2009 17:09:19,03/18/2011 15:53:31,95677
12,2,1,11,10/04/2009 17:09:38,05/12/2010 18:46:44,95678
13,2,1,12,10/04/2009 17:09:57,11/17/2009 17:31:10,95680
14,2,1,13,10/04/2009 17:10:29,02/17/2010 14:36:18,95679
15,2,1,14,10/04/2009 17:10:50,10/17/2010 21:48:42,95675
16,2,1,15,10/05/2009 16:04:00,11/17/2009 17:31:10,95718
17,2,1,16,10/05/2009 16:04:00,11/17/2009 17:31:10,95719
18,2,1,17,10/05/2009 16:04:13,11/17/2009 17:31:10,95720
19,2,1,18,10/05/2009 16:04:34,11/17/2009 17:31:10,95721
20,2,1,19,10/05/2009 16:04:37,11/17/2009 17:31:10,95722
21,2,1,20,10/05/2009 16:06:19,11/17/2009 17:31:10,95723
22,2,1,21,10/05/2009 16:06:31,11/17/2009 17:31:10,95724
23,2,1,22,10/05/2009 16:06:40,11/17/2009 17:31:10,95725
24,2,1,23,10/05/2009 20:42:22,11/17/2009 17:31:10,95743
25,2,1,24,10/13/2009 18:08:19,11/17/2009 17:31:10,96535
26,2,1,25,10/13/2009 18:08:57,11/17/2009 17:31:10,96536
27,2,1,26,10/13/2009 18:09:15,11/17/2009 17:31:10,96537
28,2,1,27,10/13/2009 18:10:00,11/17/2009 17:31:10,96539
29,2,1,28,10/21/2009 18:38:01,11/17/2009 17:31:10,97822
30,2,1,29,10/22/2009 13:37:50,03/22/2011 19:49:18,97961
31,2,1,30,11/06/2009 14:19:48,11/17/2009 17:31:10,100349
32,2,1,31,11/06/2009 14:23:55,11/17/2009 17:31:10,100350
33,2,1,32,11/08/2009 15:36:08,11/17/2009 17:31:10,100589
34,2,1,33,11/09/2009 19:42:02,11/17/2009 17:31:10,100697
35,2,1,34,11/10/2009 02:40:12,10/24/2010 23:09:21,100798
36,2,1,35,11/11/2009 16:15:40,11/17/2009 17:31:10,101013
37,2,1,36,11/11/2009 18:37:08,11/17/2009 17:31:10,101053
38,2,1,37,11/11/2009 20:52:58,11/17/2009 17:31:10,101069
39,2,1,38,11/11/2009 20:54:23,11/17/2009 17:31:10,101070
40,2,1,39,11/11/2009 21:34:21,11/17/2009 17:31:10,101075
41,2,1,40,11/11/2009 23:23:27,12/07/2010 22:05:23,101130
42,2,1,41,11/11/2009 23:50:29,11/17/2009 17:31:10,101140
43,2,1,42,11/12/2009 00:16:13,11/17/2009 17:31:10,101145
44,2,1,43,11/12/2009 01:56:46,11/17/2009 17:31:10,101158
45,2,1,44,11/12/2009 02:29:00,11/17/2009 17:31:10,101161
46,2,1,45,11/16/2009 15:47:14,11/17/2009 17:31:10,101716
47,2,1,46,11/16/2009 16:47:41,11/17/2009 17:31:10,101726
48,2,1,47,11/16/2009 22:26:19,11/17/2009 17:31:10,102035
49,2,1,48,11/17/2009 04:07:39,11/17/2009 17:31:10,102545
50,2,1,49,11/17/2009 16:26:04,11/17/2009 17:31:10,102686
51,2,1,50,11/17/2009 16:35:31,11/17/2009 17:31:10,102687
52,2,1,51,11/17/2009 16:44:05,11/17/2009 17:31:10,102689
53,2,1,52,11/17/2009 18:50:37,11/17/2009 18:50:37,102711
54,2,1,53,11/17/2009 22:57:31,11/17/2009 22:57:31,102840
55,2,1,54,11/18/2009 02:44:23,11/18/2009 02:44:23,102916
56,2,1,55,11/18/2009 16:07:52,11/18/2009 16:07:52,103025
57,2,1,56,11/18/2009 16:37:56,11/19/2009 17:04:15,103033
58,2,1,57,11/18/2009 17:01:28,11/18/2009 17:19:02,103037
59,2,1,58,11/18/2009 19:24:10,11/18/2009 19:24:51,103066
60,2,1,61,11/18/2009 22:06:11,11/18/2009 22:07:07,103159
61,2,1,62,11/19/2009 02:03:15,11/19/2009 09:06:08,103256
62,2,1,63,11/19/2009 02:06:22,11/19/2009 02:09:15,103258
63,2,1,64,11/19/2009 02:15:27,11/19/2009 02:16:29,103263
64,2,1,65,11/19/2009 06:44:38,11/19/2009 07:00:28,103305
65,2,1,66,11/19/2009 07:34:06,11/19/2009 13:46:57,103306
66,2,1,67,11/20/2009 05:25:02,11/20/2009 05:26:09,103451
67,2,1,68,11/20/2009 22:01:09,11/21/2009 11:34:43,103498
68,2,1,69,11/20/2009 23:14:19,11/20/2009 23:14:19,103504
69,2,1,70,12/04/2009 06:43:51,12/04/2009 06:46:17,105797
70,613,4,1,12/10/2009 21:00:50,03/20/2011 18:47:56,99
71,2,1,71,12/15/2009 20:30:50,12/15/2009 20:32:40,108014
72,2,1,72,12/16/2009 14:52:17,12/16/2009 14:55:37,108365
73,2,1,73,12/16/2009 23:47:02,12/16/2009 23:51:02,108590
74,2,1,74,12/17/2009 21:25:26,12/18/2009 00:35:05,108832
75,2,1,75,12/17/2009 21:53:36,12/17/2009 22:24:34,108890
76,2,1,76,12/17/2009 23:56:17,12/20/2009 17:06:07,108947
77,2,1,77,12/17/2009 23:56:20,12/17/2009 23:56:55,108948
78,2,1,78,12/17/2009 23:56:28,12/18/2009 13:59:16,108951
79,2,1,79,12/17/2009 23:56:28,12/17/2009 23:56:28,108950
80,2,1,80,12/17/2009 23:58:11,12/17/2009 23:58:11,108952
81,2,1,81,12/18/2009 00:47:33,12/18/2009 00:49:45,108964
82,2,1,82,12/19/2009 04:02:14,12/19/2009 04:04:29,109257
83,2,1,83,12/21/2009 02:12:13,12/21/2009 02:12:13,109614
84,2,1,86,01/20/2010 00:52:28,01/23/2010 02:01:19,118541
85,2,1,88,01/22/2010 00:55:10,01/09/2011 23:14:43,119182
86,2,1,32,01/24/2010 16:27:11,01/24/2010 22:13:02,119797
87,2,1,89,01/24/2010 21:01:10,01/24/2010 21:02:58,119819
88,2,1,90,01/26/2010 01:05:50,01/26/2010 01:05:50,119982
89,2,1,91,01/26/2010 01:05:51,01/26/2010 01:07:45,119981
90,2,1,92,01/26/2010 01:05:55,01/26/2010 01:17:40,119983
91,2,1,93,01/26/2010 01:05:58,01/26/2010 01:06:46,119984
92,2,1,94,01/26/2010 01:06:07,01/26/2010 01:08:41,119985
93,2,1,95,01/26/2010 01:06:10,01/26/2010 01:07:42,119986
94,2,1,96,01/26/2010 01:06:14,01/26/2010 01:07:09,119988
95,2,1,97,01/26/2010 01:06:16,07/26/2010 18:49:17,119987
96,2,1,98,01/26/2010 01:06:17,02/19/2010 23:37:35,119989
97,563,3,6,01/27/2010 17:16:29,10/10/2010 01:08:07,120230
98,2,1,99,01/27/2010 17:16:47,01/30/2010 17:51:40,120231
99,2,1,100,01/28/2010 20:06:46,02/28/2011 13:23:06,120457
100,2,1,101,01/29/2010 00:49:40,01/29/2010 00:50:23,120596
101,532,2,102,01/30/2010 17:51:33,04/19/2010 19:35:31,121122
102,532,2,103,01/30/2010 17:51:38,05/05/2010 18:21:56,121124
103,2,1,104,01/30/2010 17:51:38,01/30/2010 17:52:59,121123
104,2,1,105,01/30/2010 22:26:51,01/30/2010 22:26:51,121200
105,2,1,106,02/01/2010 02:44:17,02/01/2010 02:44:17,121476
106,2,1,108,02/05/2010 20:37:42,02/07/2010 00:02:04,122876
107,2,1,109,02/12/2010 18:22:37,02/12/2010 18:23:33,124280
108,2,1,110,02/17/2010 14:53:41,03/14/2010 00:11:40,125036
109,2,1,111,02/17/2010 15:10:06,02/18/2010 16:36:22,125037
110,2,1,112,02/17/2010 16:59:14,02/17/2010 20:46:29,125065
111,2,1,113,02/22/2010 02:41:33,10/21/2010 02:58:28,125728
112,2,1,114,02/24/2010 05:12:58,06/18/2010 17:21:01,126131
113,2,1,115,03/02/2010 20:45:01,03/02/2010 21:02:15,126905
114,2,1,116,03/03/2010 02:48:29,03/03/2010 02:48:29,126986
115,2,1,117,03/03/2010 23:31:51,03/03/2010 23:34:49,127107
116,2,1,118,03/03/2010 23:31:56,03/03/2010 23:33:01,127108
117,2,1,119,03/03/2010 23:31:58,03/03/2010 23:33:45,127109
118,2,1,120,03/03/2010 23:32:00,03/03/2010 23:33:00,127110
119,2,1,121,03/03/2010 23:32:03,03/03/2010 23:32:03,127111
120,2,1,123,03/03/2010 23:32:10,03/03/2010 23:33:24,127113
121,2,1,125,03/04/2010 00:30:23,06/12/2010 15:33:08,127128
122,2,1,126,03/04/2010 00:30:26,03/04/2010 00:32:17,127129
123,2,1,124,03/04/2010 00:30:52,03/04/2010 00:32:02,127127
124,2,1,129,03/06/2010 17:32:33,03/06/2010 17:38:20,127631
125,2,1,32,03/10/2010 00:27:13,03/10/2010 00:27:36,128544
126,532,2,130,03/18/2010 19:29:25,03/18/2010 19:29:25,129706
127,532,2,131,03/18/2010 19:29:31,03/18/2010 19:29:31,129707
128,532,2,132,03/18/2010 19:29:55,03/18/2010 19:29:55,129709
129,532,2,133,03/18/2010 19:30:04,03/18/2010 19:30:04,129710
130,532,2,135,03/18/2010 19:31:35,03/18/2010 19:31:35,129712
131,532,2,136,03/18/2010 19:32:30,03/18/2010 19:32:30,129714
132,532,2,137,03/18/2010 19:33:06,03/18/2010 19:33:06,129715
133,2,1,138,03/19/2010 17:11:11,05/21/2010 17:54:03,129790
134,2,1,139,03/19/2010 17:12:47,03/19/2010 17:12:47,129792
135,2,1,140,03/23/2010 01:39:02,11/16/2010 22:19:41,82557
136,533,5,142,03/23/2010 20:15:23,08/03/2010 15:26:23,130339
137,533,5,144,03/23/2010 20:16:21,03/23/2010 20:16:21,130341
138,533,5,143,03/23/2010 20:16:30,01/17/2011 15:56:26,130340
139,533,5,141,03/23/2010 20:20:09,03/23/2010 20:20:09,130338
140,533,5,145,03/23/2010 20:20:24,03/23/2010 20:20:24,130343
141,533,5,146,03/23/2010 20:22:21,01/14/2011 16:38:56,130345
142,533,5,148,03/23/2010 20:23:50,03/23/2010 20:23:50,130346
143,533,5,149,03/23/2010 20:48:14,03/23/2010 20:48:26,130351
144,532,2,150,03/24/2010 00:15:20,03/24/2010 00:15:20,130369
145,533,5,151,03/25/2010 15:18:59,03/25/2010 15:18:59,130580
146,2,1,152,03/26/2010 22:42:09,03/26/2010 22:42:09,131202
147,2,1,153,03/26/2010 23:35:19,03/26/2010 23:35:19,131211
148,2,1,154,03/27/2010 00:23:14,03/27/2010 00:23:14,131215
149,2,1,155,03/27/2010 00:32:20,08/26/2010 00:18:32,131219
150,533,5,156,03/27/2010 04:48:03,03/27/2010 04:48:03,131238
151,2,1,157,03/27/2010 17:32:54,03/27/2010 17:32:54,131278
152,2,1,158,03/27/2010 20:27:17,03/27/2010 20:27:17,131324
153,2,1,159,03/27/2010 22:15:38,03/27/2010 22:15:38,131347
154,2,1,160,03/28/2010 00:18:48,03/28/2010 00:18:48,131366
155,2,1,161,03/28/2010 03:28:46,03/28/2010 03:28:46,131398
156,533,5,162,03/28/2010 19:45:39,03/28/2010 19:45:39,131495
157,533,5,163,03/28/2010 19:46:21,03/28/2010 19:46:21,131496
158,533,5,164,03/29/2010 01:46:24,03/29/2010 01:46:24,131542
159,533,5,165,03/29/2010 03:10:11,03/29/2010 03:10:11,131547
160,533,5,166,03/29/2010 03:37:39,03/29/2010 03:37:39,131550
161,533,5,167,03/29/2010 07:19:52,03/29/2010 07:19:52,131561
162,532,2,168,03/29/2010 15:50:41,03/29/2010 15:50:41,131575
163,532,2,169,03/29/2010 15:52:09,03/29/2010 15:52:09,131576
164,2,1,171,03/30/2010 03:33:28,03/30/2010 03:33:28,131743
165,2,1,172,03/31/2010 00:27:19,03/31/2010 00:27:19,131851
166,2,1,173,03/31/2010 00:57:12,06/12/2010 16:27:48,131858
167,533,5,174,03/31/2010 02:32:53,03/31/2010 02:32:53,131873
168,2,1,175,03/31/2010 03:34:58,03/31/2010 03:34:58,131883
169,2,1,176,03/31/2010 04:32:57,06/21/2010 05:56:10,131893
170,2,1,177,03/31/2010 11:13:55,03/31/2010 11:13:55,131901
171,2,1,178,03/31/2010 16:56:58,05/25/2010 06:16:48,132164
172,533,5,179,03/31/2010 18:15:32,03/31/2010 18:15:32,132205
173,533,5,180,03/31/2010 18:19:55,03/31/2010 18:19:55,132206
174,2,1,181,04/01/2010 01:19:12,11/07/2010 21:51:23,133015
175,533,5,182,04/01/2010 01:23:08,04/01/2010 01:23:08,133016
176,2,1,184,04/01/2010 13:10:04,04/01/2010 13:10:04,133066
177,533,5,185,04/01/2010 19:36:02,04/01/2010 19:36:02,133107
178,533,5,186,04/01/2010 19:57:57,04/01/2010 19:57:57,133112
179,533,5,187,04/02/2010 02:49:51,04/02/2010 02:49:51,133174
180,2,1,188,04/02/2010 03:04:51,08/05/2010 14:42:50,133175
181,2,1,189,04/02/2010 03:39:18,04/02/2010 03:39:18,133181
182,2,1,190,04/02/2010 05:29:56,04/02/2010 05:29:56,133187
183,533,5,191,04/03/2010 01:37:17,04/03/2010 01:37:17,133353
184,533,5,192,04/03/2010 21:29:44,04/03/2010 21:29:44,133470
185,533,5,193,04/04/2010 02:47:25,04/04/2010 02:47:25,133528
186,2,1,194,04/04/2010 13:47:37,05/28/2010 15:02:03,133558
187,533,5,195,04/05/2010 01:49:03,04/05/2010 01:49:03,133643
188,2,1,196,04/06/2010 00:46:59,04/06/2010 00:46:59,133828
189,533,5,197,04/06/2010 01:03:21,04/06/2010 01:03:21,133830
190,2,1,198,04/06/2010 22:06:58,04/06/2010 22:06:58,133969
191,2,1,199,04/06/2010 22:56:50,04/06/2010 22:56:50,133982
192,2,1,200,04/07/2010 00:24:47,04/07/2010 00:24:47,134007
193,2,1,201,04/07/2010 13:49:09,02/18/2011 16:45:28,134061
194,2,1,202,04/07/2010 13:49:14,04/07/2010 13:49:14,134062
195,2,1,203,04/07/2010 13:49:14,12/16/2010 11:49:38,134063
196,2,1,204,04/07/2010 13:49:21,04/07/2010 13:49:21,134064
197,2,1,205,04/07/2010 13:52:35,04/07/2010 13:52:35,134065
198,2,1,206,04/07/2010 14:50:25,04/07/2010 14:50:25,134071
199,2,1,208,04/07/2010 14:50:37,04/07/2010 14:50:37,134073
200,2,1,210,04/07/2010 14:50:43,04/07/2010 14:50:43,134074
201,2,1,211,04/07/2010 14:50:48,05/21/2010 00:44:49,134076
202,2,1,212,04/07/2010 14:50:48,04/07/2010 14:50:48,134078
203,2,1,214,04/07/2010 14:50:50,04/07/2010 14:50:50,134079
204,2,1,215,04/07/2010 14:50:52,05/21/2010 22:16:18,134080
205,2,1,217,04/07/2010 14:50:54,04/07/2010 14:50:54,134081
206,2,1,213,04/07/2010 14:50:55,04/07/2010 14:50:55,134077
207,2,1,218,04/07/2010 14:50:59,04/07/2010 14:50:59,134083
208,2,1,207,04/07/2010 14:51:08,05/18/2010 00:53:03,134072
209,2,1,221,04/07/2010 14:51:23,04/07/2010 14:51:23,134086
210,2,1,222,04/07/2010 14:51:36,04/07/2010 14:51:36,134087
211,2,1,216,04/07/2010 14:51:53,04/07/2010 14:51:53,134082
212,2,1,209,04/07/2010 14:52:08,04/07/2010 14:52:08,134075
213,2,1,220,04/07/2010 14:52:25,04/07/2010 14:52:25,134085
214,2,1,223,04/07/2010 15:34:32,04/07/2010 15:34:32,134091
215,2,1,224,04/07/2010 15:34:34,04/07/2010 15:34:34,134093
216,2,1,225,04/07/2010 15:34:34,04/07/2010 15:34:34,134092
217,2,1,226,04/07/2010 15:34:42,04/07/2010 15:34:42,134094
218,2,1,227,04/07/2010 15:34:42,04/07/2010 15:34:42,134095
219,2,1,228,04/07/2010 15:34:44,04/07/2010 15:34:44,134096
220,2,1,231,04/07/2010 15:34:50,04/07/2010 15:34:50,134100
221,2,1,233,04/07/2010 15:34:53,04/07/2010 15:34:53,134101
222,2,1,234,04/07/2010 15:34:54,04/07/2010 15:34:54,134102
223,2,1,236,04/07/2010 15:35:08,04/07/2010 15:35:08,134104
224,2,1,237,04/07/2010 15:35:10,04/07/2010 15:35:10,134106
225,2,1,238,04/07/2010 15:35:11,04/07/2010 15:35:11,134105
226,2,1,239,04/07/2010 15:35:13,04/07/2010 15:35:13,134107
227,2,1,229,04/07/2010 15:36:15,04/07/2010 15:36:15,134097
228,2,1,230,04/07/2010 15:36:21,04/07/2010 15:36:21,134098
229,2,1,241,04/07/2010 15:36:32,04/07/2010 15:36:32,134109
230,2,1,242,04/07/2010 23:04:16,04/07/2010 23:04:16,134168
231,533,5,243,04/08/2010 02:53:55,04/08/2010 02:53:55,134199
232,2,1,235,04/08/2010 19:00:14,04/08/2010 19:00:14,134103
233,2,1,244,04/08/2010 22:02:12,04/08/2010 22:02:12,134801
234,533,5,245,04/09/2010 05:21:58,04/09/2010 05:21:58,135109
235,2,1,246,04/09/2010 13:09:46,04/09/2010 13:09:46,135332
236,2,1,247,04/09/2010 13:48:41,04/09/2010 13:48:41,135338
237,2,1,248,04/09/2010 14:50:12,04/09/2010 14:50:12,135347
238,2,1,249,04/09/2010 16:12:41,04/09/2010 16:12:41,135366
239,2,1,250,04/09/2010 16:58:28,04/09/2010 16:58:28,135379
240,2,1,251,04/09/2010 19:31:33,04/09/2010 19:31:33,135411
241,2,1,252,04/09/2010 22:52:23,04/09/2010 22:52:23,135449
242,533,5,254,04/09/2010 23:40:54,04/09/2010 23:40:54,135458
243,533,5,255,04/10/2010 03:53:35,04/10/2010 03:53:35,135505
244,533,5,256,04/10/2010 12:15:45,04/10/2010 12:15:45,135522
245,2,1,257,04/10/2010 14:59:55,04/10/2010 14:59:55,135533
246,533,5,259,04/10/2010 23:46:34,04/10/2010 23:46:34,135666
247,533,5,260,04/11/2010 02:28:01,04/11/2010 02:28:01,135709
248,533,5,259,04/11/2010 17:01:15,04/11/2010 17:01:15,135768
249,2,1,261,04/11/2010 21:16:06,04/11/2010 21:16:06,135825
250,2,1,262,04/11/2010 21:58:53,04/11/2010 21:58:53,135836
251,533,5,263,04/12/2010 02:56:19,04/12/2010 02:56:19,136251
252,533,5,264,04/12/2010 03:34:10,04/12/2010 03:34:10,136265
253,533,5,265,04/12/2010 03:34:14,04/12/2010 03:34:14,136266
254,2,1,266,04/12/2010 20:07:39,04/12/2010 20:07:39,136346
255,2,1,267,04/12/2010 21:13:18,04/12/2010 21:13:18,136389
256,2,1,268,04/13/2010 03:48:34,04/13/2010 03:48:34,136437
257,2,1,269,04/13/2010 16:08:12,04/13/2010 16:08:12,136520
258,533,5,270,04/14/2010 02:00:17,04/14/2010 02:00:17,136661
259,533,5,271,04/14/2010 03:15:42,04/14/2010 03:15:42,136680
260,2,1,272,04/14/2010 12:21:13,04/14/2010 12:21:13,136696
261,533,5,273,04/14/2010 14:20:47,04/14/2010 14:20:47,136707
262,2,1,274,04/15/2010 01:42:37,04/15/2010 01:42:37,136827
263,2,1,275,04/15/2010 06:32:03,04/15/2010 06:32:03,136860
264,2,1,276,04/15/2010 17:40:18,04/15/2010 17:40:18,136900
265,2,1,277,04/15/2010 20:39:32,03/02/2011 02:37:27,136917
266,2,1,278,04/15/2010 20:39:47,04/15/2010 20:39:47,136918
267,2,1,279,04/15/2010 20:40:38,04/15/2010 20:40:38,136919
268,2,1,280,04/15/2010 22:50:08,04/15/2010 22:50:08,136939
269,2,1,281,04/16/2010 04:20:05,04/16/2010 04:20:05,136986
270,533,5,282,04/16/2010 15:14:42,04/16/2010 15:14:42,137007
271,2,1,283,04/16/2010 15:42:05,04/16/2010 15:42:05,137012
272,533,5,284,04/17/2010 02:26:37,04/17/2010 02:26:37,137058
273,2,1,285,04/17/2010 23:41:43,04/17/2010 23:41:43,137095
274,533,5,286,04/18/2010 15:48:58,04/18/2010 15:48:58,137130
275,2,1,287,04/19/2010 03:20:42,04/19/2010 03:20:42,137308
276,533,5,288,04/19/2010 03:20:54,04/19/2010 03:20:54,137309
277,2,1,289,04/19/2010 14:26:41,04/19/2010 14:26:41,137622
278,533,5,290,04/19/2010 15:59:09,04/19/2010 15:59:09,137632
279,2,1,292,04/19/2010 16:35:18,04/19/2010 16:35:18,137635
280,533,5,294,04/20/2010 01:30:32,04/20/2010 01:30:32,137708
281,533,5,295,04/20/2010 12:29:16,04/20/2010 12:29:16,137750
282,2,1,296,04/20/2010 16:32:55,04/20/2010 16:32:55,137763
283,532,2,297,04/21/2010 01:26:07,04/21/2010 01:26:07,138579
284,533,5,298,04/21/2010 02:49:58,04/21/2010 02:49:58,138620
285,533,5,299,04/21/2010 14:27:29,04/21/2010 14:27:29,138684
