100707,Westphalia Tel. Co.
100708,Citizens Tel. Corp.
100709,"Clay County Rural Telephone Cooperative, Inc. dba CCRTC"
100710,"Craigville Tel. Co., Inc."
100711,"Lakeland Telecom, Inc. -WI"
100712,"Geetingsville Tel. Co., Inc."
100713,"Ligonier Tel. Co., Inc."
100714,Merchants & Farmers Tel. Co.
100715,"Monon Tel. Co., Inc."
100716,"Mulberry Coop. Tel. Co., Inc."
100717,"New Lisbon Tel. Co., Inc."
100718,"New Paris Tel., Inc."
100719,"Northwestern Indiana Tel. Co., Inc."
100720,"Perry-Spencer Rural Telephone Cooperative, Inc. dba PSC"
100721,Communications Corp. of Southern IN
100722,"Pulaski-White Rural Tel. Coop., Inc."
100723,"Rochester Tel. Co., Inc."
100724,"S & W Tel. Co., Inc."
100725,"Southeastern Indiana Rural Tel. Coop., Inc."
100726,Utex Communications Corp. - TX
100727,Sunman Telecommunications Corporation
100728,"Sweetser Rural Tel. Co., Inc."
100729,"Washington County Rural Tel. Coop., Inc."
100730,"West Point Tel. Co., Inc."
100731,"Yeoman Tel. Co., Inc."
100732,"Amery Telecom, Inc."
100733,Amherst Tel. Co.
100734,"Badger Telecom, Inc."
100735,"Baldwin Telecom, Inc."
100736,Belmont Tel. Co.
100737,Bloomer Tel. Co.
100738,Bonduel Tel. Co.
100739,"Chequamegon Communications Cooperative, Inc."
100740,"Chibardun Tel. Coop., Inc."
100741,"Citizens Tel. Coop., Inc."
100742,"Clear Lake Tel. Co., Inc."
100743,Cochrane Coop. Tel. Co.
100744,Coon Valley Farmers Tel. Co.
100745,"Cuba City Tel. Exch. Co., Inc."
100746,Farmers Independent Tel. Co.
100747,"Mid-Plains Tel., Inc."
100748,"Hager Telecom, Inc."
100749,"Hillsboro Tel. Co., Inc."
100750,Lakefield Tel. Co.
100751,La Valle Tel. Coop.
100752,Lemonweir Valley Tel. Co.
100753,Luck Tel. Co.
100754,"Manawa Tel. Co., Inc."
100755,"Marquette-Adams Tel. Coop., Inc."
100756,Milltown Mutual Tel. Co.
100757,Mosinee Tel. Co.
100758,Mt. Horeb Tel. Co.
100759,Nelson Tel. Coop.
100760,Niagara Tel. Co.
100761,Indianhead Tel. Co.
100762,Price County Tel. Co.
100763,Northeast Tel. Co.
100764,"Richland-Grant Tel. Coop., Inc."
100765,"Siren Tel. Co., Inc."
100766,State Long Distance Tel. Co.
100767,Tenney Tel. Co.
100768,"Tri-County Tel. Coop., Inc."
100769,Union Tel. Co. - WI
100770,Vernon Tel. Coop.
100771,"West Wisconsin Telcom Coop., Inc."
100772,New Mexico RSA 6-III Partnership dba Leaco Rural Telephone Coope
100773,Wittenberg Tel. Co.
100774,Wood County Tel. Co.
100775,Alhambra-Grantfork Tel. Co.
100776,Cass Telephone Company
100777,Clarksville Mutual Tel. Co.
100778,Crossville Tel. Co.
100779,"En-Tel Communications, LLC - MN"
100780,El Paso Tel. Co.
100781,C-R Tel. Co.
100782,"Flat Rock Tel. Co-Op, Inc."
100783,Geneseo Tel. Co.
100784,Glasford Tel. Co.
100785,Grandview Mutual Tel. Co.
100786,Gridley Tel. Co.
100787,Hamilton County Telephone Co-op
100788,Shawnee Tel. Co.
100789,Harrisonville Tel. Co.
100790,Home Tel. Co. - IL
100791,Illinois Consolidated Tel. Co.
100792,Kinsman Mutual Tel. Co.
100793,Laharpe Tel. Co.
100794,Leaf River Telephone Co.
100795,Leonore Mutual Tel. Co.
100796,McDonough Tel. Coop.
100797,McNabb Tel. Co.
100798,Madison Tel. Co.
100799,Marseilles Tel. Co. of Marseilles
100800,Metamora Tel. Co.
100801,"Mid Century Tel. Coop., Inc."
100802,Gallatin River Communications
100803,Montrose Mutual Tel. Co.
100804,New Windsor Tel. Co.
100805,"Odin Tel. Exch., Inc."
100806,Oneida Tel. Exch.
100807,"Reynolds Tel. Co., Inc."
100808,"Choice Phone, LLC dba Iconn"
100809,Tonica Tel. Co.
100810,Viola Home Tel. Co.
100811,"Wabash Tel. Coop., Inc."
100812,Woodhull Community Tel. Co.
100813,Stelle Tel. Co.
100814,Yates City Tel. Co.
100815,"South Central Communications, Inc."
100816,"Andrew Tel. Co., Inc."
100817,"Universal Communications of Allison, Inc."
100818,"Atkins Tel. Co., Inc."
100819,Ayrshire Farmers Mutual Tel. Co.
100820,"Baldwin Nashville Tel. Co., Inc."
100821,Barnes City Coop. Tel. Co.
100822,Breda Tel. Corp.
100823,Brooklyn Mutual Tel. Co.
100824,Butler-Bremer Mutual Tel. Co.
100825,Cascade Communications Company
100826,Casey Mutual Tel. Co.
100827,Clarksville Telephone Company
100828,Center Junction Tel. Co.
100829,"Citizens Telecommunications Company of Minnesota, LLC dba Fronti"
100830,Central Scott Tel.
100831,Citizens Mutual Telephone Cooperative
100832,Clarence Tel. Co. Inc.
100833,Clear Lake Independent Tel. Co.
100834,C-M-L Tel. Coop. Assn. of Meriden Iowa
100835,Colo Tel. Co.
100836,Coon Creek Tel. Co.
100837,"Coon Valley Coop. Tel. Assn., Inc."
100838,Cooperative Tel. Co.
100839,"Corn Belt Communications, Inc. - IA"
100840,Cumberland Tel. Co.
100841,Danville Mutual Tel. Co.
100842,Dixon Tel. Co.
100843,"CenturyTel Service Group, Inc."
100844,Dumont Tel. Co.
100845,Dunkerton Tel. Coop.
100847,East Buchanan Tel. Coop.
100848,Ellsworth Coop. Tel. Assn.
100849,"Minburn Telecommunications, Inc."
100850,Farmers & Businessmen's Tel. Co.
100851,Farmers Coop. Tel. Co.
100852,Farmers & Merchants Mutual Tel. Co.
100853,Fenton Coop. Tel. Co.
100854,Partner Communications Cooperative
100855,River Valley Telecommunications Coop.
100856,"Carbon/Emery Telcom, Inc. - UT"
100857,Grand Mound Coop. Tel. Assn.
100858,"Hanksville Telcom, Inc. - UT"
100859,Griswold Coop. Tel. Co.
100860,Hawkeye Tel. Co.
100861,"Hospers Tel. Exch., Inc."
100862,Hubbard Coop. Tel. Assn.
100863,Interstate 35 Tel. Co dba Interstate Communications
100864,Jefferson Tel. Co. - IA
100865,Jordan-Soldier Valley Telephone Company
100866,Kalona Coop. Tel. Co.
100867,Keystone Farms Coop. Tel. Co.
100868,La Porte City Tel. Co.
100869,La Motte Tel. Co.
100870,"Laurel Tel. Co., Inc."
100871,Lehigh Valley Coop. Tel. Assn.
100872,Lone Rock Coop. Tel. Co.
100873,Northeast Iowa Tel. Co.
100874,Lynnville Telephone Company
100875,"Ubet Telcom, Inc."
100876,Marne & Elk Horn Tel. Co.
100877,Martelle Coop. Tel. Assn.
100878,Massena Tel. Co.
100879,Mechanicsville Tel. Co.
100880,Miles Coop. Tel. Assn.
100881,Miller Tel. Co.
100882,Minburn Tel. Co.
100883,"Minerva Valley Tel. Co., Inc."
100884,Modern Coop. Tel. Co.
100885,Montezuma Mutual Tel. Co.
100886,Mutual Tel. Co. of Morning Sun
100887,Mediapolis Tel. Co.
100888,Mutual Tel. Co. - IA
100889,North English Coop. Tel. Co.
100890,Northern Iowa Tel. Co.
100891,"Northwest Iowa Tel. Co., Inc."
100892,Northwest Tel. Coop. Assn.
100893,"Communications 1 Networks, Inc."
100894,Ogden Tel. Co. - MI
100895,"Olin Tel. Co., Inc."
100896,Onslow Coop. Tel. Assn.
100897,Oran Mutual Tel. Co.
100898,Palo Coop. Tel. Assn.
100899,Palmer Mutual Tel. Co.
100900,Panora Communications Cooperative
100901,Peoples Tel. Co. - MN
100902,"Prairieburg Tel. Co., Inc."
100903,Preston Tel. Co.
100904,"Radcliffe Tel. Co., Inc."
100905,Readlyn Tel. Co.
100906,Ringsted Tel. Co.
100907,Rockwell Coop. Tel. Assn.
100908,Royal Tel. Co.
100909,Ruthven Tel. Exch. Co.
100910,Sac County Mutual Tel. Co.
100911,Schaller Tel. Co.
100912,"Searsboro Tel. Co., Inc."
100913,Scranton Tel. Co.
100914,Shell Rock Tel. Co.
100915,"South Slope Coop. Tel. Co., Inc."
100916,"Southwest Tel. Exch., Inc."
100917,"Springville Coop. Tel. Assn., Inc."
100918,Cooperative Tel. Exch.
100919,Swisher Tel. Co.
100920,Stratford Mutual Tel. Co.
100921,Sully Tel. Assn.
100922,Superior Tel. Coop.
100923,Templeton Tel. Co.
100924,Terril Telephone Cooperative
100925,Titonka Tel. Co.
100926,United Farmers Tel. Co.
100927,"Van Buren Tel. Co., Inc."
100928,Van Horne Coop. Tel. Co.
100929,"Ventura Tel. Co., Inc."
100929,"Ventura Tel. Co., Inc."
100930,Villisca Farmers Tel. Co.
100931,Webb-Dickens Tel. Corp.
100932,Webster-Calhoun Coop. Tel. Assn.
100933,Wellman Coop. Tel. Assn.
100934,West Iowa Tel. Co.
100935,West Liberty Tel. Co.
100936,Western Iowa Tel. Assn.
100937,Westside Independent Tel. Co.
100938,Wilton Tel. Co.
100939,Woolstock Mutual Tel. Assn.
100940,Wyoming Mutual Tel. Co.
100941,"Prairie Tel. Co., Inc."
100942,"Albany Mutual Tel. Assn., Inc."
100943,City of Barnesville Tel. UtilIities
100944,Benton Coop. Tel. Co.
100945,Blackduck Tel. Co.
100946,Blue Earth Valley Tel. Co.
100947,Callaway Tel. Exch.
100948,Clara City Tel. Exch. Co.
100949,Clements Tel. Co.
100950,Consolidated Tel. Co. - MN
100951,Arrowhead Communications Corp.
100952,Delavan Tel. Co.
100953,Dunnell Tel. Co.
100954,Eagle Valley Tel. Co.
100955,Easton Tel. Co.
100956,East Otter Tail Tel. Co.
100957,Eckles Tel. Co.
100958,Emily Coop. Tel. Co.
100959,Federated Tel. Coop.
100960,"Felton Tel. Co., Inc."
100961,Garden Valley Tel. Co.
100962,Gardonville Coop. Tel. Assn.
100963,Granada Tel. Co.
100964,Halstad Tel. Co.
100965,"M & L Enterprises, Inc. dba Skyline Telephone Company"
100966,"Federated Utilities, Inc."
100967,Harmony Tel. Co.
100968,Home Tel. Co. - MN
100969,Johnson Tel. Co.
100970,Lismore Coop. Tel. Co.
100971,"Lonsdale Tel. Co., Inc."
100972,"Lowry Telephone Company, LLC"
100973,Christensen Communications Co. dba Madelia Telephone Co.
100974,Manchester-Hartland Tel. Co.
100975,Melrose Tel. Co.
100976,Midwest Tel. Co.
100977,"American Lightwave Communications, Inc."
100977,"American Lightwave Communications, Inc."
100978,Minnesota Lake Tel. Co.
100979,"Minnesota Valley Tel. Co., Inc."
100980,"Cannon Valley Telecom, Inc."
100981,"New ULM Telecom, Inc."
100982,"Loretel Systems, Inc."
100983,North Dakota Telephone Co.
100984,Osakis Tel. Co.
100985,"United-Kuc, Inc. - AK"
100986,Park Region Mutual Tel. Co.
100988,Pine Island Tel. Co.
100989,"Encore Communications, LLC - MN"
100990,"American Samoa License, Inc."
100991,"Rothsay Tel. Co., Inc."
100992,Sacred Heart Tel. Co.
100993,Sherburne County Rural Tel. Co.
100994,Sleepy Eye Tel. Co.
100995,Washington Rsa No. 8 Limited Partnership
100996,Spring Grove Coop. Tel. Co.
100997,Starbuck Tel. Co.
100998,"Twin Valley-Ulen Tel. Co., Inc."
100999,Upsala Coop. Tel. Assn.
101000,Valley Tel. Co.
101001,Crosslake Tel. Co.
101002,Northern Tel. Co. of Minnesota
101003,West Central Tel. Assn.
101004,Western Tel. Co. - MN
101005,"Wikstrom Tel. Co., Inc."
101006,Winthrop Tel. Co.
101007,Woodstock Tel. Co.
101008,Zumbrota Tel. Co.
101009,Arapahoe Tel. Co.
101010,Arlington Tel. Co.
101011,"Elsie Communications, Inc."
101012,Northern Telephone and Data Corp. - WI
101013,Blair Tel. Co.
101014,"Consolidated Telco, Inc."
101015,Clarks Tel. Co.
101016,Consolidated Tel. Co. - NE
101017,Cozad Tel. Co.
101018,Curtis Tel. Co.
101019,Dalton Tel. Co.
101020,Diller Tel. Co.
101021,Eastern Nebraska Tel. Co.
101022,Hamilton Tel. Co.
101023,Hartington Tel. Co.
101024,"Hartman Tel. Exch., Inc."
101025,Hemingford Coop. Tel. Co.
101026,Henderson Coop. Tel. Co.
101027,Hershey Coop. Tel. Co.
101028,"Consolidated Telecom, Inc."
101029,Hooper Tel. Co.
101030,K & M Tel. Co.
101031,Keystone-Arthur Tel. Co.
101032,Nebraska Central Tel. Co.
101033,Northeast Nebraska Tel. Co.
101034,"Great Plains Communications, Inc."
101035,Pierce Tel. Co.
101036,"Plainview Tel. Co., Inc."
101037,Rock County Tel. Co.
101038,Sodtown Tel. Co.
101039,Southeast Nebraska Tel. Co.
101040,"Stanton Telecom, Inc."
101041,Wauneta Tel. Co.
101042,Absaraka Coop. Tel. Co.
101043,Consolidated Telcom
101044,Griggs County Tel. Co.
101045,"Inter-Community Telephone Company, LLC"
101046,Midstate Tel. Co.
101047,Moore & Liberty Tel. Co.
101048,Noonan Farmers Tel. Co.
101049,Northwest Communications Coop.
101050,Reservation Tel. Coop.
101051,United Tel. Mutual Aid Corp.
101052,"Midstate Communications, Inc. - ND"
101053,Armour Independent Tel. Co.
101054,"Alliance Communications Cooperative, Inc. (Baltic)"
101055,Cheyenne River Sioux Tribal Tel. Authority
101056,Beresford Municipal Tel. Co.
101057,City of Brookings Municipal Tel. Dept.
101058,City of Faith Municipal Tel. Co.
101059,"Splitrock Properties, Inc."
101061,"Golden West Tel. Coop., Inc."
101062,Fort Randall Telephone Company dba Mt. Rushmore Telephone Compan
101063,"RC Communications, Inc."
101063,"RC Communications, Inc."
101064,James Valley Cooperative Telephone Company
101065,Jefferson Tel. Co. - SD
101066,Kadoka Tel. Co.
101067,Kennebec Tel. Co.
101068,McCook Cooperative Telephone Company
101069,"Midstate Communications, Inc. - SD"
101070,Roberts County Tel. Coop. Assn.
101071,"Santel Communications Cooperative, Inc. - SD"
101072,Sioux Valley Tel. Co.
101073,"Turtle Mountain Commun., Inc."
101074,Stockholm-Strandburg Tel. Co.
101075,Venture Communications Cooperative
101076,"Hanson Communications, Inc."
101077,Union Tel. Co. - SD
101078,"Valley Telecom Coop. Assn., Inc."
101079,Vivian Tel. Co.
101080,Fort Randall Telephone Company
101081,Western Tel. Co. - SD
101082,West River Cooperative Telephone Company
101083,"Arkansas Tel. Co., Inc."
101084,"Central Arkansas Tel. Coop., Inc."
101085,"PRTCommunications, LLC - SC"
101086,"South Arkansas Tel. Co., Inc."
101087,"Madison County Tel. Co., Inc."
101088,Magazine Tel. Co.
101089,Mountain View Telephone Company
101090,Northern Arkansas Tel. Co.
101091,Prairie Grove Telephone Company
101092,Rice Belt Tel. Co.
101093,E. Ritter Tel. Co.
101094,"Southwest Arkansas Tel. Coop., Inc."
101095,"Tri-County Tel. Co., Inc."
101096,Walnut Hill Tel. Co.
101097,Yelcot Tel. Co.
101098,"Arkwest Communications, Inc."
101099,"Blue Valley Tele-Communications, Inc."
101100,Columbus Tel. Co.
101101,Council Grove Tel. Co.
101102,"Cunningham Tel. Co., Inc."
101103,"Elkhart Tel. Co., Inc."
101104,Uintah Basin Electronic Telecommunications
101105,"Golden Belt Tel. Assn., Inc."
101106,"Gorham Tel. Co., Inc."
101107,"Haviland Tel. Co., Inc."
101108,"H & B Communications, Inc."
101109,"Home Tel. Co., - KS"
101110,"J.B.N. Tel. Co., Inc."
101111,"La Harpe Tel. Co., Inc."
101112,"New Horizons Telecom, Inc. dba Kodiak Wireless, LLC"
101113,"Madison Telephone, LLC - KS"
101114,Moundridge Tel. Co.
101115,Mutual Tel. Co. - KS
101116,"Peoples Telecommunications, LLC - KS"
101117,Bluestem Telephone Company
101118,"Pioneer Tel. Assn., Inc."
101119,"Rainbow Telecommunications Association, Inc."
101120,"Rural Tel. Service Co., Inc."
101121,S & T Tel. Coop. Assn.
101122,"S & A Tel. Co., Inc."
101123,South Central Tel Assn Inc
101124,"Southern Kansas Tel. Co., Inc."
101125,"Tri-Country Tel. Assn., - KS"
101126,"Twin Valley Tel., Inc."
101127,"United Tel. Assn., Inc."
101128,"Wamego Tel. Co., Inc."
101129,"Wheat State Tel., Inc."
101130,"Wilson Tel. Co., Inc."
101131,"Zenda Tel. Co., Inc."
101132,Citizens Tel. Co. - MO
101133,Ozark Telephone Company
101134,Ellington Tel. Co.
101135,Farber Tel. Co.
101136,Goodman Tel. Co.
101137,Granby Tel. Co.
101138,K L M Tel. Co.
101139,Kingdom Tel. Co.
101140,Le-Ru Tel. Co.
101141,McDonald County Tel. Co.
101142,Mid-Missouri Tel. Co.
101143,"Miller Tel. Co., Inc."
101144,"New Florence Tel. Co., Inc."
101145,Holway Tel. Co.
101146,Northeast Missouri Rural Tel. Co.
101147,Lathrop Tel. Co.
101148,Orchard Farm Tel. Co.
101149,Oregon Farmers Mutual Tel. Co.
101150,Peace Valley Tel. Co.
101151,"Central Vermont Communications, Inc."
101152,Rock Port Tel. Co.
101153,Seneca Tel. Co.
101154,"Steelville Tel. Exch., Inc."
101155,Atlas Tel. Co.
101156,"Beggs Tel. Co., Inc."
101157,Canadian Valley Tel. Co.
101158,Carnegie Tel. Co.
101159,Central Oklahoma Tel. Co.
101160,Cherokee Tel. Co.
101161,Chouteau Tel. Co.
101162,Cross Tel. Co.
101164,"Grand Tel. Co., Inc."
101165,"Hinton Tel. Co. of Hinton OK, Inc."
101166,"KCC Telcom, Inc. dba K2C Telcom - TX"
101167,McLoud Tel. Co.
101168,Medicine Park Tel. Co.
101169,"Oklahoma Tel. & Tel., Inc."
101170,Oklahoma Western Tel. Co.
101171,"Pine Cellular Phones, Inc."
101172,"Pioneer Tel. Coop., Inc."
101173,Pottawatomie Tel. Co.
101174,Southwest Oklahoma Tel. Co.
101175,Terral Tel. Co.
101176,Valliant Tel. Co.
101177,Blossom Tel. Co.
101178,"Big Bend Tel. Co., Inc."
101179,Brazoria Tel. Co.
101180,North Texas Tel. Co.
101181,Cap Rock Telephone Cooperative
101182,"Central Texas Tel. Coop., Inc."
101183,"Coleman County Tel. Coop., Inc."
101184,"Colorado Valley Tel. Coop., Inc."
101185,"Comanche County Tel. Co., Inc."
101186,Community Tel. Co.
101187,"Eastex Tel. Coop., Inc."
101188,"Electra Tel. Co, Inc."
101189,"Five Area Tel. Coop., Inc."
101190,Border To Border Communications
101191,"Ganado Tel. Co., Inc."
101192,"Hill Country Tel. Coop., Inc."
101193,"Alenco Communications, Inc."
101194,"ETS Telephone Company, Inc."
101195,Industry Tel. Co.
101196,Kerrville Tel. Co.
101197,"La Ward Tel. Exch., Inc."
101198,Lake Livingston Tel. Co.
101199,Lipan Tel. Co.
101200,Livingston Tel. Co.
101201,"Mid-Plains Rural Tel. Coop., Inc."
101202,"Transmisiones Y Proyecciones, S.A."
101203,Peoples Tel. Coop.
101204,"Riviera Tel. Co., Inc."
101205,Southwest Texas Tel. Co.
101206,"South Plains Tel. Coop., Inc."
101207,Tatum Tel. Co.
101208,"Taylor Tel. Coop., Inc."
101209,"West Texas Rural Tel. Coop., Inc."
101210,"San Carlos Apache Telecommunications Utility, Inc."
101211,Tohono O'Odham Utility Authority
101212,Agate Tel. Co.
101213,"Gila River Telecomm, Inc."
101214,"Bijou Tel. Coop. Assn., Inc."
101215,Blanca Tel. Co.
101216,"Eastern Slope Rural Tel. Assn., Inc."
101217,The El Paso County Telephone Company
101218,Haxtun Tel. Co.
101219,Accipiter Communications Incorporated
101220,"Big Sandy Telecom, Inc."
101221,Nucla-Naturita Tel. Co.
101222,Nunn Tel. Co.
101223,South Park Telephone Company
101224,Peetz Coop. Tel. Co.
101225,Phillips County Tel. Co.
101226,Pine Drive Tel. Co.
101227,"Plains Coop. Tel. Assn., Inc."
101228,Rico Tel. Co.
101229,Roggen Tel. Coop. Co.
101230,"Rye Tel. Co., Inc."
101231,"Columbine Acquisition Corp. dba Columbine Tel. Co., Ltd."
101232,Stoneham Coop. Tel. Co.
101233,Strasburg Tel. Co.
101234,Wiggins Tel. Assn.
101235,Willard Tel. Co.
101236,Albion Telephone Co. dba ATC Communications
101237,Columbine Telephone Co. dba Teton Telecom
101238,"Clark Communications, Inc."
101239,Fremont Telcom Co.
101240,"Mud Lake Telephone Cooperative Association, Inc."
101241,"Blackfoot Tel. Coop., Inc."
101242,Hot Springs Tel. Co.
101243,"Interbel Tel. Coop., Inc."
101244,"Lincoln Tel. Co., Inc."
101245,"Mid-Rivers Tel. Coop., Inc."
101246,"Northern Tel. Coop., Inc."
101247,"Project Tel. Co., Inc."
101248,Ronan Tel. Co.
101249,Southern Montana Tel. Co.
101250,"Triangle Tel. Coop. Assn., Inc."
101251,"Baca Valley Tel. Co., Inc."
101252,"La Jicarita Rural Tel. Coop., Inc."
101253,"Leaco Rural Tel. Coop., Inc."
101254,"Tularosa Basin Telephone Co., Inc."
101255,"Western New Mexico Tel. Co., Inc."
101256,"Penasco Valley Tel. Coop., Inc."
101257,"Roosevelt County Rural Tel. Coop., Inc."
101258,"Central Utah Tel., Inc."
101259,Gunnison Tel. Co.
101260,Manti Tel. Co.
101261,"Uintah Basin Tel. Assn., Inc. dba UBTA Communications"
101262,Chugwater Tel. Co.
101263,"Dubois Tel. Exch., Inc."
101264,"Tri-Country Tel. Assn., - WY"
101265,"Centurytel Wireless, Inc."
101266,Calaveras Tel. Co.
101267,"Upstate Paging, Inc."
101268,"Cal-Ore Communications, Inc. - OR"
101269,Ducor Tel. Co.
101270,Global Valley Networks
101271,"Foresthill Tel. Co., Inc."
101272,Hornitos Tel. Co.
101273,Kerman Tel. Co.
101274,Ponderosa Tel. Co.
101275,"Sierra Tel. Co., Inc."
101276,Siskiyou Tel. Co.
101277,Volcano Tel. Co.
101278,Pinnacles Tel. Co.
101279,Churchill County Telephone dba CC Communications
101280,"Lincoln County Tel. System, Inc."
101281,Moapa Valley Tel. Co.
101282,"Rio Virgin Tel. Co., Inc."
101283,Canby Tel. Assn.
101284,Clear Creek Mutual Tel. Co.
101285,Colton Tel. Co.
101286,"Eagle Tel. System, Inc."
101287,"Cascade Utilities, Inc."
101288,Gervais Tel. Co.
101289,"Roome Telecommunications, Inc."
101290,Helix Tel. Co.
101291,Trans-Cascades Tel. Co.
101292,Molalla Tel. Co.
101293,Monitor Coop. Tel. Co.
101294,Monroe Tel. Co.
101295,Mt. Angel Tel. Co.
101296,North-State Tel. Co.
101297,Peoples Tel. Co. - OR
101298,Pine Tel. System
101299,Pioneer Tel. Cooperative
101300,St. Paul Coop. Tel. Assn.
101301,SCIO Mutual Tel. Co.
101302,Stayton Coop. Tel. Co.
101303,Ellensburg Tel. Co.
101304,Hat Island Tel. Co.
101305,Pend Oreille Telephone Company
101306,Kalama Tel. Co.
101307,"Mashell Telecom, Inc."
101308,Pioneer Tel. Co.
101309,St. John Tel. Co.
101310,Tenino Tel. Co.
101311,"Toledo Tel. Co., Inc."
101312,Western Wahkiakum County Tel. Co.
101313,Whidbey Tel. Co.
101314,"Ycom Networks, Inc."
101315,Woodbury Telephone Company
101316,"Benkelman Tel. Co., Inc."
101317,Malheur Home Tel. Co.
101318,"Nexgen Integrated Communications, LC"
101318,"Nexgen Integrated Communications, LC"
101319,"Rondall L. Lawrence, Jr. dba Communication Center/Page 1"
101320,"Advanced Telephone Systems, Inc. dba HTC Communications - PA"
101321,"Local Exchange Carriers of Michigan, Inc."
101322,"Tech Com, Inc. - WI"
101323,North Dakota Network Co. dba SRT Wireless
101324,"Core Communications, Inc."
101325,Pointe Communications Corp. - CA
101326,"Quantum Telecommunications, Inc. - MD"
101327,Union Telephone Company dba Union Cellular
101328,"Communication Options, Inc. - OH"
101329,"Scarsdale Security Systems, Inc."
101330,Inter Mountain Cable dba Mikrotec Communications - KY
101331,"Hometown Solutions, LLC"
101332,"Local Access Network, LLC"
101333,"United Cellular & Paging, Inc."
101334,"Highland Digital Paging, Inc."
101335,"Central Texas Communications, Inc."
101336,"Managed Network Systems, Inc."
101338,"TW Wireless, LLC"
101339,"Missouri Telecom, Inc."
101340,Marpin Telecoms and Broadcasting Co. Ltd.
101342,"Fred Burg Communications, Inc."
101343,"WestLink Communications, L.L.C."
101344,"First Communications, LLC dba CoreComm"
101345,"Web Fire Communications, Inc. - TX"
101346,"NextGen Communications, LLC - WI"
101347,"Arctic Slope Tel. Assn. Coop., Inc."
101348,Bettles Tel. Co.
101349,"Bristol Bay Tel. Coop., Inc."
101350,"Bush-Tel, Inc."
101351,Circle Utilities
101352,"Copper Valley Tel. Coop., Inc."
101353,"Cordova Tel. Coop., Inc."
101354,"Interior Tel. Co., Inc."
101355,Ketchikan Public Utilities
101356,"Matanuska Tel. Assn., Inc."
101357,"Mukluk Tel. Co., Inc."
101358,Alaska Telephone Company
101359,"Nushagak Electric & Telephone Cooperative, Inc."
101360,"OTZ Tel. Coop., Inc."
101361,"Sandwich Isles Communications, Inc."
101362,"United Utilities, Inc."
101363,"Yukon Tel. Co., Inc."
101364,North Country Tel. Co.
101365,Summit Tel
101366,Scott County Telephone Co.
101367,Bear Lake Communications
101368,"MH Telecom, Inc. - WI"
101369,"Inventive Technology, Ltd. - OK"
101370,Texas RSA15B2 Limited Partnership dba Five Star Wireless
101371,Cumberland Cellular Partnership
101372,"Board of Water, Light and Sinking Fund Commissioners dba Dalton"
101373,"Exatel, Inc."
101374,"Openband of Virginia, Inc. - VA"
101375,"Computers 5*, Inc. dba Localtel - WA"
101376,"Rural Network Services, Inc. - ID"
101377,Virgin Islands Telephone Corporation dba Innovative Telephone
101378,"SRT Communications, Inc."
101379,Humboldt Telephone Company
101380,"Central Montana Communications, Inc."
101381,"Tidewater Telecom, Inc."
101382,Maine Telephone Company
101383,Sidney Telephone Co.
101384,"Northland Telephone of ME, Inc."
101385,"Northland Telephone of VT, Inc."
101386,"Vermont Telephone Co., Inc."
101387,"Copper Valley Telephone, Inc."
101388,Table Top Telephone Company
101389,Spencer Municipal Communication Utility
101390,TCT West
101391,"Fretel Communications, LLC - ID"
101392,"PBT Communications, Inc. - SC"
101393,"C3 Communications, Inc. - TX"
101394,"Pathnet, Inc."
101395,"Cable Atlantic, Inc."
101396,"FEC Communications, LLP - TX"
101397,Texacom Corportation
101398,"Wantel, Inc. - OR"
101399,"Choice Wireless, LC"
101400,"ACD Telecom, Inc. - MI"
101401,"High Plains Wireless, LP"
101402,Amarillo Celltelco dba Cellular One of Amarillo
101403,"Omnitel Communications, Inc. - IA"
101404,"Globalstar USA, Inc."
101405,Micronesian Telecommunications Corporation
101406,"Price County Information Systems, Inc. - WI"
101407,"HTC Services, Inc. - ND"
101408,"Leaco Rural Telephone Cooperative, Inc. dba Leaco"
101409,"GTA Telecom, LLC"
101411,"Metcom, Inc."
101412,"Morgan, Roger L dba Premier Paging, Inc."
101413,"Sagir, Inc."
101414,"HBC Telecom, Inc. - WI"
101415,"Richmond Connections, Inc. dba Richmond NetWorx - MA"
101416,"A.V. Lauttamus Communications, Inc."
101417,"Edge Wireless, LLC"
101418,Town of Eagle Mountain - UT
101419,American Samoa Telecommunications Authority
101420,"Wiregrass Telcom, Inc. - AL"
101421,Guam Telephone Authority
101422,"Barker Communications, Inc."
101423,"Guam Wireless Telephone Company, LLC"
101424,"Interbel Telephone Cooperative, Inc. - MT"
101425,Message Express Company
101426,"West Coast PCS, LLC"
101427,"Metro Beeper, Inc."
101428,Bermuda Digital Communications Ltd.
101429,"Mainstreet Communications, Ll."
101430,Link Tech Corporation
101431,US Datanet Corporation
101432,"Sigecom, LLC"
101433,"FBN Indiana, Inc. - IN"
101434,"Weststar Wireless Communications, Inc. dba A Better Beep"
101435,"Smith Bagley, Inc. dba Cellularone of North East Arizona"
101437,"San Isabel Telecom, Inc. - CO"
101438,"Data Express, Inc."
101439,"San Isabel Telecom, Inc."
101440,Coon Creek Telecommunications Corp.
101441,"Electrocom, Inc."
101442,Cellular Network Partnership
101443,"Salisbury Mobile Telephone, Inc."
101444,"Avista Communications, Inc."
101445,"One Eighty Communications, Inc. - MT"
101446,Gold Tel. Corporation
101447,"Gabriel Wireless, LLC"
101448,Farmers & Business Men's Telephone Company
